dataset_name,case_id,budget,candidate_rank,label,resolver_score,support_count,sources
ddxplus,test:18312,5,1,Influenza,2.0725,3,"[{""source"": ""base_llm_rank"", ""value"": 1.15}, {""source"": ""base_llm_confidence"", ""value"": 0.12249999999999998}, {""source"": ""casebase_prior"", ""value"": 0.8}]"
ddxplus,test:18312,5,2,Acute otitis media,1.1220238374198153,2,"[{""source"": ""base_llm_rank"", ""value"": 0.575}, {""source"": ""casebase_prior"", ""value"": 0.5470238374198152}]"
ddxplus,test:18312,5,3,URTI,1.0685610232570593,2,"[{""source"": ""base_llm_rank"", ""value"": 0.3833333333333333}, {""source"": ""casebase_prior"", ""value"": 0.685227689923726}]"
ddxplus,test:18312,5,4,HIV (initial infection),0.9276302158469037,2,"[{""source"": ""base_llm_rank"", ""value"": 0.2875}, {""source"": ""casebase_prior"", ""value"": 0.6401302158469038}]"
ddxplus,test:18312,5,5,Pulmonary neoplasm,0.7816355807426932,2,"[{""source"": ""base_llm_rank"", ""value"": 0.19166666666666665}, {""source"": ""casebase_prior"", ""value"": 0.5899689140760266}]"
ddxplus,test:18312,5,6,Pneumonia,0.7525499537642621,2,"[{""source"": ""base_llm_rank"", ""value"": 0.16428571428571428}, {""source"": ""casebase_prior"", ""value"": 0.5882642394785479}]"
ddxplus,test:18312,5,7,Possible NSTEMI / STEMI,0.7262383894813151,2,"[{""source"": ""base_llm_rank"", ""value"": 0.14375}, {""source"": ""casebase_prior"", ""value"": 0.5824883894813152}]"
ddxplus,test:18312,5,8,Ebola,0.7069717415947853,2,"[{""source"": ""base_llm_rank"", ""value"": 0.12777777777777777}, {""source"": ""casebase_prior"", ""value"": 0.5791939638170075}]"
icraft_md,icraft_md:55,5,1,Disseminated intravascular coagulation,2.2225,4,"[{""source"": ""base_llm_rank"", ""value"": 1.15}, {""source"": ""base_llm_confidence"", ""value"": 0.12249999999999998}, {""source"": ""branch:branch_1"", ""value"": 0.475}, {""source"": ""branch:branch_2"", ""value"": 0.475}]"
icraft_md,icraft_md:55,5,2,Warfarin-induced skin necrosis,1.9316666666666666,3,"[{""source"": ""base_llm_rank"", ""value"": 0.575}, {""source"": ""branch:branch_1"", ""value"": 0.95}, {""source"": ""branch_conf:branch_1"", ""value"": 0.09000000000000001}, {""source"": ""branch:branch_2"", ""value"": 0.31666666666666665}]"
icraft_md,icraft_md:55,5,3,Tinea incognito,1.74,3,"[{""source"": ""base_llm_rank"", ""value"": 0.3833333333333333}, {""source"": ""branch:branch_1"", ""value"": 0.31666666666666665}, {""source"": ""branch:branch_2"", ""value"": 0.95}, {""source"": ""branch_conf:branch_2"", ""value"": 0.09000000000000001}]"
icraft_md,icraft_md:55,5,4,Levamisole-induced antineutrophil cytoplasmic antibody vasculitis,0.7625,3,"[{""source"": ""base_llm_rank"", ""value"": 0.2875}, {""source"": ""branch:branch_1"", ""value"": 0.2375}, {""source"": ""branch:branch_2"", ""value"": 0.2375}]"
rarebench,rarebench:LIRICAL:289,5,1,Cockayne syndrome,2.861300223442431,4,"[{""source"": ""base_llm_rank"", ""value"": 1.15}, {""source"": ""base_llm_confidence"", ""value"": 0.12249999999999998}, {""source"": ""casebase_prior"", ""value"": 0.42880022344243146}, {""source"": ""rarebench_graph"", ""value"": 1.15}]"
rarebench,rarebench:LIRICAL:289,5,2,Aarskog-Scott syndrome,2.86118986983588,4,"[{""source"": ""base_llm_rank"", ""value"": 0.3833333333333333}, {""source"": ""rarebench_graph"", ""value"": 0.9628565365025467}, {""source"": ""branch:branch_1"", ""value"": 0.475}, {""source"": ""branch:branch_2"", ""value"": 0.95}, {""source"": ""branch_conf:branch_2"", ""value"": 0.09000000000000001}]"
rarebench,rarebench:LIRICAL:289,5,3,"3-Methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome",2.09,3,"[{""source"": ""base_llm_rank"", ""value"": 0.575}, {""source"": ""branch:branch_1"", ""value"": 0.95}, {""source"": ""branch_conf:branch_1"", ""value"": 0.09000000000000001}, {""source"": ""branch:branch_2"", ""value"": 0.475}]"
rarebench,rarebench:LIRICAL:289,5,4,"Acromesomelic dysplasia, Maroteaux type",1.5354032258064516,4,"[{""source"": ""base_llm_rank"", ""value"": 0.2875}, {""source"": ""rarebench_graph"", ""value"": 0.6145698924731182}, {""source"": ""branch:branch_1"", ""value"": 0.31666666666666665}, {""source"": ""branch:branch_2"", ""value"": 0.31666666666666665}]"
rarebench,rarebench:LIRICAL:289,5,5,Cornelia de Lange syndrome,1.0229874335864213,2,"[{""source"": ""casebase_prior"", ""value"": 0.40841754111330303}, {""source"": ""rarebench_graph"", ""value"": 0.6145698924731182}]"
rarebench,rarebench:LIRICAL:289,5,6,"Microcephaly 5, primary, autosomal recessive",0.9628565365025467,1,"[{""source"": ""rarebench_graph"", ""value"": 0.9628565365025467}]"
rarebench,rarebench:LIRICAL:289,5,7,Intellectual developmental disorder with dysmorphic facies and ptosis,0.9147727272727272,1,"[{""source"": ""rarebench_graph"", ""value"": 0.9147727272727272}]"
rarebench,rarebench:LIRICAL:289,5,8,"Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",0.8,1,"[{""source"": ""casebase_prior"", ""value"": 0.8}]"
