dataset_name,case_id,budget,candidate_rank,label,resolver_score,support_count,sources,architecture_mode,ground_truth_diagnosis,predicted_diagnosis,ranked_differential,llm_predicted_diagnosis,llm_ranked_differential,casebase_prior_top_label,casebase_prior_top_score,casebase_prior_margin,casebase_resolver_changed,rarebench_graph_top_label,rarebench_graph_top_score,rarebench_graph_margin,rarebench_graph_visible_phenotypes,rarebench_graph_resolver_changed,rarebench_discriminator_used,rarebench_gate_action,stop_probe_count,early_stop_signal,ddxplus_native_requested_roots,ddxplus_native_stop_rule,ddxplus_mlp_available,ddxplus_mlp_top1,ddxplus_mlp_top5,ddxplus_mlp_confidence,ddxplus_mlp_margin,ddxplus_mlp_entropy,branch_triggered,branch_count,branch_question_count,resolver_margin,resolver_support_count,resolver_changed_top1,confidence,num_questions,stopped_early,stop_reason,correct_top1,gtpa_at_3,gtpa_at_5,true_rank,initial_true_rank,progress_improved,input_tokens,output_tokens,api_calls,run_live_api,cohort,workup_id,case_group,label_key,truth_key,is_truth_candidate,original_correct_top1,src_base_llm_rank,has_base_llm_rank,src_base_llm_confidence,has_base_llm_confidence,src_casebase_prior,has_casebase_prior,src_rarebench_graph,has_rarebench_graph,src_branch_branch_1,has_branch_branch_1,src_branch_branch_2,has_branch_branch_2,src_branch_conf_branch_1,has_branch_conf_branch_1,src_branch_conf_branch_2,has_branch_conf_branch_2,is_predicted_diagnosis,is_llm_predicted_diagnosis,is_casebase_prior_top_label,is_rarebench_graph_top_label,is_ddxplus_mlp_top1,in_ddxplus_mlp_top5,ranked_differential_candidate_rank,in_ranked_differential,llm_ranked_differential_candidate_rank,in_llm_ranked_differential,dataset_ddxplus,dataset_icraft_md,dataset_rarebench,pool_size,pool_unique_size,candidate_pool_has_truth,max_resolver_score,score_gap_to_current,score_share,rank_inv,independent_source_count,is_current_prediction
ddxplus,test:17941,5,1,Acute dystonic reactions,2.299408823251724,3,"[{""source"": ""base_llm_rank"", ""value"": 1.15}, {""source"": ""base_llm_confidence"", ""value"": 0.34940882325172423}, {""source"": ""casebase_prior"", ""value"": 0.8}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,acute dystonic reactions,acute dystonic reactions,1,True,1.15,1,0.34940882325172423,1,0.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,8,8,True,2.299408823251724,0.0,0.35028974504689553,1.0,3,1
ddxplus,test:17941,5,2,Myasthenia gravis,0.964932916167642,2,"[{""source"": ""base_llm_rank"", ""value"": 0.575}, {""source"": ""casebase_prior"", ""value"": 0.38993291616764214}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,myasthenia gravis,acute dystonic reactions,0,True,0.575,1,0.0,0,0.38993291616764214,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,2,1,2,1,1,0,0,8,8,True,2.299408823251724,1.334475907084082,0.14699695929396636,0.5,2,0
ddxplus,test:17941,5,3,Guillain-Barré syndrome,0.7822700094439419,2,"[{""source"": ""base_llm_rank"", ""value"": 0.3833333333333333}, {""source"": ""casebase_prior"", ""value"": 0.39893667611060857}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,guillain barre syndrome,acute dystonic reactions,0,True,0.3833333333333333,1,0.0,0,0.39893667611060857,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,3,1,3,1,1,0,0,8,8,True,2.299408823251724,1.517138813807782,0.11917026645937723,0.3333333333333333,2,0
ddxplus,test:17941,5,4,Anaphylaxis,0.5572112240694862,2,"[{""source"": ""base_llm_rank"", ""value"": 0.14375}, {""source"": ""casebase_prior"", ""value"": 0.41346122406948616}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,anaphylaxis,acute dystonic reactions,0,True,0.14375,1,0.0,0,0.41346122406948616,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,4,1,8,1,1,0,0,8,8,True,2.299408823251724,1.7421975991822376,0.08488502594355807,0.25,2,0
ddxplus,test:17941,5,5,Anemia,0.5551161790930612,2,"[{""source"": ""base_llm_rank"", ""value"": 0.11499999999999999}, {""source"": ""casebase_prior"", ""value"": 0.4401161790930612}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,anemia,acute dystonic reactions,0,True,0.11499999999999999,1,0.0,0,0.4401161790930612,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,5,1,10,1,1,0,0,8,8,True,2.299408823251724,1.7442926441586626,0.08456586879184466,0.2,2,0
ddxplus,test:17941,5,6,URTI,0.51626109013046,1,"[{""source"": ""casebase_prior"", ""value"": 0.51626109013046}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,urti,acute dystonic reactions,0,True,0.0,0,0.0,0,0.51626109013046,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,6,1,99,0,1,0,0,8,8,True,2.299408823251724,1.7831477331212637,0.07864672163155996,0.16666666666666666,1,0
ddxplus,test:17941,5,7,Viral pharyngitis,0.4838979751310059,1,"[{""source"": ""casebase_prior"", ""value"": 0.4838979751310059}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,viral pharyngitis,acute dystonic reactions,0,True,0.0,0,0.0,0,0.4838979751310059,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,7,1,99,0,1,0,0,8,8,True,2.299408823251724,1.8155108481207178,0.07371655558738058,0.14285714285714285,1,0
ddxplus,test:17941,5,8,Bronchospasm / acute asthma exacerbation,0.4052070635991843,1,"[{""source"": ""casebase_prior"", ""value"": 0.4052070635991843}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Anaphylaxis"", ""Anemia"", ""URTI"", ""Viral pharyngitis"", ""Bronchospasm / acute asthma exacerbation"", ""Pericarditis"", ""Acute laryngitis""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola"", ""Atrial fibrillation"", ""Epiglottitis"", ""Anaphylaxis"", ""Bronchiectasis"", ""Anemia""]",Acute dystonic reactions,1.0,0.354673637336925,False,,0.0,0.0,0,False,False,not_applicable,3,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Guillain-Barr\u00e9 syndrome"", ""Scombroid food poisoning"", ""Ebola""]",0.998310923576355,0.996892150840722,0.0035747866482617,False,0,0,1.334475907084082,3,False,0.998310923576355,3,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,3024,143,3,True,scale_meddx100,ddxplus|test:17941|5,ddxplus|test:17941,bronchospasm acute asthma exacerbation,acute dystonic reactions,0,True,0.0,0,0.0,0,0.4052070635991843,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,8,1,99,0,1,0,0,8,8,True,2.299408823251724,1.8942017596525396,0.06172885724541765,0.125,1,0
ddxplus,test:17941,10,1,Acute dystonic reactions,2.2999859392642974,3,"[{""source"": ""base_llm_rank"", ""value"": 1.15}, {""source"": ""base_llm_confidence"", ""value"": 0.34998593926429744}, {""source"": ""casebase_prior"", ""value"": 0.8}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Guillain-Barr\u00e9 syndrome"", ""Myasthenia gravis"", ""URTI"", ""Viral pharyngitis"", ""Anemia"", ""Scombroid food poisoning"", ""Anaphylaxis"", ""Bronchospasm / acute asthma exacerbation"", ""Acute otitis media""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Scombroid food poisoning"", ""Guillain-Barr\u00e9 syndrome"", ""Inguinal hernia"", ""Whooping cough"", ""Bronchiectasis"", ""Pneumonia"", ""Atrial fibrillation"", ""Ebola""]",Acute dystonic reactions,1.0,0.4590325065320662,False,,0.0,0.0,0,False,False,not_applicable,4,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205"", ""E_147""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Scombroid food poisoning"", ""Guillain-Barr\u00e9 syndrome"", ""Inguinal hernia""]",0.9999598264694214,0.9999469360309376,0.0001374581894111,False,0,0,1.681599590068865,3,False,0.9999598264694214,4,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,4095,185,4,True,scale_meddx100,ddxplus|test:17941|10,ddxplus|test:17941,acute dystonic reactions,acute dystonic reactions,1,True,1.15,1,0.34998593926429744,1,0.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,8,8,True,2.2999859392642974,0.0,0.421305223576412,1.0,3,1
ddxplus,test:17941,10,2,Guillain-Barré syndrome,0.6183863491954324,2,"[{""source"": ""base_llm_rank"", ""value"": 0.2875}, {""source"": ""casebase_prior"", ""value"": 0.3308863491954325}]",ddxplus_native_structured_root_driver,Acute dystonic reactions,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Guillain-Barr\u00e9 syndrome"", ""Myasthenia gravis"", ""URTI"", ""Viral pharyngitis"", ""Anemia"", ""Scombroid food poisoning"", ""Anaphylaxis"", ""Bronchospasm / acute asthma exacerbation"", ""Acute otitis media""]",Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Scombroid food poisoning"", ""Guillain-Barr\u00e9 syndrome"", ""Inguinal hernia"", ""Whooping cough"", ""Bronchiectasis"", ""Pneumonia"", ""Atrial fibrillation"", ""Ebola""]",Acute dystonic reactions,1.0,0.4590325065320662,False,,0.0,0.0,0,False,False,not_applicable,4,ddxplus_native_mlp_stop,"[""E_15"", ""E_193"", ""E_205"", ""E_147""]",ddxplus_native_mlp_stop,True,Acute dystonic reactions,"[""Acute dystonic reactions"", ""Myasthenia gravis"", ""Scombroid food poisoning"", ""Guillain-Barr\u00e9 syndrome"", ""Inguinal hernia""]",0.9999598264694214,0.9999469360309376,0.0001374581894111,False,0,0,1.681599590068865,3,False,0.9999598264694214,4,True,ddxplus_native_mlp_stop,True,True,True,1,1,False,4095,185,4,True,scale_meddx100,ddxplus|test:17941|10,ddxplus|test:17941,guillain barre syndrome,acute dystonic reactions,0,True,0.2875,1,0.0,0,0.3308863491954325,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,2,1,4,1,1,0,0,8,8,True,2.2999859392642974,1.681599590068865,0.11327434427173892,0.5,2,0
