policy_name,base_run,trigger_name,branch_budget,judge_name,case_id,true_pathology,base_prediction,base_correct,trigger_fired,branches_spawned,selected_run,selected_prediction,selected_correct,selected_requests,total_branch_requests,base_suspicion_signal_count
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:100664,Myasthenia gravis,Myasthenia gravis,True,False,0,n13_frozen,Myasthenia gravis,True,2,2,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:104857,Acute dystonic reactions,Acute dystonic reactions,True,False,0,n13_frozen,Acute dystonic reactions,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:105129,Pulmonary neoplasm,Pulmonary neoplasm,True,False,0,n13_frozen,Pulmonary neoplasm,True,6,6,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:106010,HIV (initial infection),HIV (initial infection),True,False,0,n13_frozen,HIV (initial infection),True,3,3,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:107472,Tuberculosis,Tuberculosis,True,False,0,n13_frozen,Tuberculosis,True,6,6,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:111176,Acute rhinosinusitis,Chronic rhinosinusitis,False,False,0,n13_frozen,Chronic rhinosinusitis,False,8,8,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:11198,Boerhaave,Boerhaave,True,False,0,n13_frozen,Boerhaave,True,5,5,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:112233,Bronchiectasis,Bronchiectasis,True,False,0,n13_frozen,Bronchiectasis,True,5,5,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:11342,Atrial fibrillation,Atrial fibrillation,True,False,0,n13_frozen,Atrial fibrillation,True,5,5,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:11655,Bronchitis,Bronchitis,True,False,0,n13_frozen,Bronchitis,True,10,10,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:121319,Anaphylaxis,Anaphylaxis,True,False,0,n13_frozen,Anaphylaxis,True,3,3,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:125508,Unstable angina,Anemia,False,False,0,n13_frozen,Anemia,False,2,2,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:130566,Chronic rhinosinusitis,Chronic rhinosinusitis,True,False,0,n13_frozen,Chronic rhinosinusitis,True,7,7,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:133024,Scombroid food poisoning,Scombroid food poisoning,True,False,0,n13_frozen,Scombroid food poisoning,True,4,4,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:133888,Larygospasm,Larygospasm,True,False,0,n13_frozen,Larygospasm,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:13402,URTI,URTI,True,False,0,n13_frozen,URTI,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:16097,Stable angina,Stable angina,True,False,0,n13_frozen,Stable angina,True,11,11,1
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:18744,Anemia,Anemia,True,False,0,n13_frozen,Anemia,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:19160,Possible NSTEMI / STEMI,Possible NSTEMI / STEMI,True,False,0,n13_frozen,Possible NSTEMI / STEMI,True,12,12,1
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:19424,Whooping cough,Whooping cough,True,False,0,n13_frozen,Whooping cough,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:23687,Pulmonary embolism,Pulmonary embolism,True,False,0,n13_frozen,Pulmonary embolism,True,3,3,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:2801,Pancreatic neoplasm,Pancreatic neoplasm,True,False,0,n13_frozen,Pancreatic neoplasm,True,2,2,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:29123,Bronchospasm / acute asthma exacerbation,Bronchospasm / acute asthma exacerbation,True,False,0,n13_frozen,Bronchospasm / acute asthma exacerbation,True,5,5,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:33118,Acute otitis media,Acute otitis media,True,False,0,n13_frozen,Acute otitis media,True,7,7,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:34242,Guillain-Barré syndrome,Guillain-Barré syndrome,True,False,0,n13_frozen,Guillain-Barré syndrome,True,3,3,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:35039,Myocarditis,Myocarditis,True,False,0,n13_frozen,Myocarditis,True,15,15,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:36032,Sarcoidosis,Sarcoidosis,True,False,0,n13_frozen,Sarcoidosis,True,12,12,1
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:38202,Inguinal hernia,Inguinal hernia,True,False,0,n13_frozen,Inguinal hernia,True,1,1,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:38475,Acute COPD exacerbation / infection,Myocarditis,False,False,0,n13_frozen,Myocarditis,False,24,24,6
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:39033,Viral pharyngitis,Viral pharyngitis,True,False,0,n13_frozen,Viral pharyngitis,True,2,2,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:46152,Cluster headache,Cluster headache,True,False,0,n13_frozen,Cluster headache,True,6,6,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:51421,Chagas,Chagas,True,False,0,n13_frozen,Chagas,True,23,23,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:51611,PSVT,PSVT,True,False,0,n13_frozen,PSVT,True,13,13,1
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:52755,SLE,SLE,True,False,0,n13_frozen,SLE,True,7,7,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:58986,Acute laryngitis,Acute laryngitis,True,False,0,n13_frozen,Acute laryngitis,True,1,1,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:62878,Pericarditis,Anemia,False,False,0,n13_frozen,Anemia,False,15,15,1
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:71107,Spontaneous rib fracture,Spontaneous rib fracture,True,False,0,n13_frozen,Spontaneous rib fracture,True,1,1,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:749,Spontaneous pneumothorax,Spontaneous pneumothorax,True,False,0,n13_frozen,Spontaneous pneumothorax,True,3,3,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:76022,Panic attack,Panic attack,True,False,0,n13_frozen,Panic attack,True,15,15,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:77908,Ebola,Ebola,True,False,0,n13_frozen,Ebola,True,6,6,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:81691,Croup,Anemia,False,False,0,n13_frozen,Anemia,False,19,19,4
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:8666,Influenza,HIV (initial infection),False,False,0,n13_frozen,HIV (initial infection),False,3,3,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:88250,Allergic sinusitis,Allergic sinusitis,True,False,0,n13_frozen,Allergic sinusitis,True,18,18,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:89477,Localized edema,Localized edema,True,False,0,n13_frozen,Localized edema,True,2,2,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:90978,Bronchiolitis,Bronchiolitis,True,False,0,n13_frozen,Bronchiolitis,True,0,0,2
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:91516,Epiglottitis,Epiglottitis,True,False,0,n13_frozen,Epiglottitis,True,5,5,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:93930,Acute pulmonary edema,Acute pulmonary edema,True,False,0,n13_frozen,Acute pulmonary edema,True,4,4,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:95923,Pneumonia,Pneumonia,True,False,0,n13_frozen,Pneumonia,True,9,9,0
trigger=never|budget=0|judge=base_reference,n13_frozen,never,0,base_reference,test:96956,GERD,GERD,True,False,0,n13_frozen,GERD,True,5,5,0
